pokemon_1,pokemon_2,winner,label,turns
Gulpin,Rolycoly,Gulpin,1,3
Tyrunt,Slowking,Slowking,0,1
Farfetchd,Shellder,Farfetchd,1,2
Plusle,Wooper,Wooper,0,1
Phanpy,Tsareena,Tsareena,0,2
Delibird,Floette,Floette,0,1
Nuzleaf,Ivysaur,Ivysaur,0,1
Gouging-Fire,Sprigatito,Gouging-Fire,1,1
Florges,Pheromosa,Florges,1,1
Entei,Urshifu-Single-Strike,Entei,1,3
Gengar,Vanillish,Gengar,1,3
Varoom,Lechonk,Varoom,1,2
Flygon,Cranidos,Flygon,1,1
Dreepy,Sirfetchd,Sirfetchd,0,1
Tauros,Butterfree,Tauros,1,2
Bunnelby,Drowzee,Drowzee,0,2
Cacturne,Hatenna,Cacturne,1,1
Tauros,Scyther,Tauros,1,3
Cosmoem,Buizel,Cosmoem,1,3
Sneasel,Stoutland,Stoutland,0,2
Lickilicky,Volbeat,Lickilicky,1,3
Zubat,Dubwool,Dubwool,0,1
Muk,Mr-Rime,Mr-Rime,0,2
Cottonee,Herdier,Herdier,0,2
Impidimp,Lillipup,Lillipup,0,1
Walrein,Clefairy,Walrein,1,2
Tapu-Fini,Milotic,Tapu-Fini,1,5
Quaxly,Basculin-Red-Striped,Basculin-Red-Striped,0,2
Rillaboom,Iron-Jugulis,Iron-Jugulis,0,2
Vanillish,Wooloo,Vanillish,1,1
Mienshao,Phanpy,Mienshao,1,2
Magcargo,Drampa,Drampa,0,2
Meltan,Spearow,Meltan,1,1
Seviper,Drizzile,Drizzile,0,2
Huntail,Darmanitan-Standard,Huntail,1,2
Dodrio,Furfrou,Dodrio,1,2
Slugma,Bergmite,Slugma,1,1
Oinkologne-Male,Stufful,Oinkologne-Male,1,2
Brionne,Pachirisu,Pachirisu,0,3
Dreepy,Lokix,Lokix,0,1
Wigglytuff,Raikou,Raikou,0,3
Beheeyem,Druddigon,Beheeyem,1,2
Rookidee,Wimpod,Rookidee,1,1
Marshtomp,Magby,Marshtomp,1,1
Kirlia,Kyurem,Kyurem,0,1
Bagon,Combusken,Combusken,0,1
Eelektross,Ursaluna,Ursaluna,0,1
Golett,Amoonguss,Amoonguss,0,1
Flabebe,Milotic,Milotic,0,2
Escavalier,Aromatisse,Escavalier,1,2
Registeel,Skiploom,Registeel,1,1
Loudred,Toedscruel,Toedscruel,0,2
Greninja,Vivillon,Greninja,1,2
Dubwool,Hitmontop,Hitmontop,0,2
Hypno,Rockruff,Hypno,1,1
Mandibuzz,Krokorok,Mandibuzz,1,2
Beheeyem,Kingdra,Beheeyem,1,3
Abra,Finneon,Finneon,0,1
Kabutops,Burmy,Kabutops,1,1
Beldum,Eiscue-Ice,Eiscue-Ice,0,3
Kubfu,Regirock,Regirock,0,3
Steelix,Swinub,Steelix,1,1
Jangmo-O,Ogerpon,Ogerpon,0,1
Swablu,Cinderace,Cinderace,0,2
Pyukumuku,Arctozolt,Arctozolt,0,2
Kingler,Tyrantrum,Tyrantrum,0,2
Coalossal,Joltik,Coalossal,1,1
Axew,Tadbulb,Tadbulb,0,1
Roaring-Moon,Gogoat,Roaring-Moon,1,4
Chikorita,Gardevoir,Gardevoir,0,1
Fidough,Ariados,Ariados,0,1
Throh,Pancham,Throh,1,2
Marshadow,Sneasel,Marshadow,1,1
Honchkrow,Sylveon,Sylveon,0,2
Tirtouga,Skrelp,Skrelp,0,2
Crawdaunt,Teddiursa,Crawdaunt,1,2
Croagunk,Passimian,Passimian,0,1
Oddish,Scovillain,Scovillain,0,1
Fennekin,Bibarel,Bibarel,0,1
Lugia,Ho-Oh,Lugia,1,5
Treecko,Grimer,Grimer,0,1
Grafaiai,Ambipom,Ambipom,0,2
Slakoth,Ursaluna,Ursaluna,0,2
Jynx,Beedrill,Jynx,1,1
Dracovish,Politoed,Dracovish,1,5
Shaymin-Land,Revavroom,Revavroom,0,2
Pansage,Elgyem,Elgyem,0,1
Cramorant,Typhlosion,Cramorant,1,2
Beartic,Coalossal,Coalossal,0,2
Mime-Jr,Pidgeotto,Pidgeotto,0,1
Taillow,Granbull,Granbull,0,1
Glaceon,Chespin,Glaceon,1,1
Gastly,Hattrem,Hattrem,0,1
Wartortle,Dusclops,Wartortle,1,3
Pancham,Arboliva,Arboliva,0,1
Gloom,Pincurchin,Gloom,1,2
Tentacool,Vespiquen,Vespiquen,0,1
Vaporeon,Dipplin,Vaporeon,1,1
Grubbin,Finneon,Finneon,0,2
Pidgeot,Raichu,Raichu,0,2
Kyogre,Mightyena,Kyogre,1,2
Dusknoir,Togepi,Dusknoir,1,1
Bramblin,Shiftry,Shiftry,0,1
Horsea,Okidogi,Okidogi,0,1
Chatot,Spinda,Spinda,0,2
Makuhita,Trubbish,Trubbish,0,2
Drednaw,Cherubi,Drednaw,1,1
Haxorus,Makuhita,Haxorus,1,1
Mime-Jr,Banette,Banette,0,1
Hitmonlee,Tentacruel,Tentacruel,0,2
Inteleon,Nymble,Inteleon,1,1
Plusle,Tentacool,Plusle,1,1
Magearna,Toxtricity-Amped,Magearna,1,3
Raichu,Psyduck,Raichu,1,1
Torterra,Victreebel,Victreebel,0,2
Orthworm,Cyndaquil,Orthworm,1,2
Cinccino,Yamper,Cinccino,1,2
Weedle,Nacli,Nacli,0,1
Magnezone,Stunfisk,Stunfisk,0,2
Happiny,Krookodile,Krookodile,0,1
Clefairy,Dwebble,Clefairy,1,2
Decidueye,Keldeo-Ordinary,Keldeo-Ordinary,0,2
Diglett,Shiftry,Shiftry,0,1
Diancie,Kingdra,Kingdra,0,2
Hoppip,Milotic,Milotic,0,1
Deerling,Toxel,Deerling,1,1
Perrserker,Swampert,Swampert,0,2
Mamoswine,Calyrex,Calyrex,0,2
Togetic,Glastrier,Glastrier,0,2
Stakataka,Mightyena,Stakataka,1,2
Torkoal,Miltank,Torkoal,1,4
Buneary,Riolu,Buneary,1,1
Type-Null,Liepard,Type-Null,1,2
Sudowoodo,Lugia,Lugia,0,3
Wormadam-Plant,Armarouge,Armarouge,0,1
Maschiff,Gastly,Maschiff,1,1
Crobat,Pincurchin,Crobat,1,2
Trubbish,Hippopotas,Hippopotas,0,1
Quaxwell,Crobat,Crobat,0,3
Medicham,Ninetales,Ninetales,0,3
Pansear,Swanna,Swanna,0,1
Dreepy,Enamorus-Incarnate,Enamorus-Incarnate,0,1
Surskit,Whimsicott,Whimsicott,0,2
Surskit,Finneon,Finneon,0,2
Pumpkaboo-Average,Articuno,Articuno,0,1
Tinkatuff,Electivire,Electivire,0,3
Breloom,Doublade,Doublade,0,2
Karrablast,Cinderace,Cinderace,0,1
Duskull,Hippopotas,Hippopotas,0,2
Poliwhirl,Azumarill,Azumarill,0,3
Wimpod,Arbok,Arbok,0,1
Excadrill,Virizion,Virizion,0,2
Hippopotas,Cryogonal,Cryogonal,0,1
Ampharos,Spritzee,Ampharos,1,2
Lairon,Timburr,Timburr,0,1
Applin,Anorith,Anorith,0,1
Marshtomp,Wattrel,Marshtomp,1,1
Poipole,Hattrem,Hattrem,0,1
Greedent,Volbeat,Greedent,1,2
Krookodile,Klinklang,Krookodile,1,2
Remoraid,Golett,Remoraid,1,1
Nosepass,Mudkip,Mudkip,0,1
Mandibuzz,Weezing,Mandibuzz,1,4
Skwovet,Archeops,Archeops,0,2
Ledyba,Delcatty,Delcatty,0,1
Rotom,Vullaby,Rotom,1,1
Pecharunt,Huntail,Pecharunt,1,3
Shellder,Salamence,Salamence,0,1
Kricketune,Minccino,Kricketune,1,2
Alcremie,Blastoise,Alcremie,1,3
Exeggcute,Ledyba,Ledyba,0,2
Swinub,Ogerpon,Ogerpon,0,1
Sizzlipede,Gengar,Gengar,0,2
Marowak,Excadrill,Excadrill,0,2
Raticate,Pupitar,Pupitar,0,2
Fuecoco,Wartortle,Wartortle,0,1
Horsea,Tangrowth,Tangrowth,0,1
Houndour,Finizen,Finizen,0,1
Tapu-Bulu,Panpour,Tapu-Bulu,1,1
Iron-Moth,Helioptile,Iron-Moth,1,1
Slugma,Beedrill,Beedrill,0,1
Dewpider,Volcanion,Volcanion,0,1
Armaldo,Woobat,Armaldo,1,1
Grookey,Kyogre,Kyogre,0,1
Rapidash,Tapu-Fini,Tapu-Fini,0,2
Pikipek,Flareon,Flareon,0,1
Mareanie,Ninjask,Ninjask,0,2
Great-Tusk,Raticate,Great-Tusk,1,1
Drilbur,Wailord,Wailord,0,1
Carnivine,Kirlia,Carnivine,1,1
Spearow,Stunfisk,Stunfisk,0,1
Nidoran-M,Meloetta-Aria,Meloetta-Aria,0,1
Moltres,Silvally,Moltres,1,3
Politoed,Sunflora,Sunflora,0,2
Falinks,Celebi,Celebi,0,1
Houndour,Kirlia,Houndour,1,2
Gouging-Fire,Wobbuffet,Gouging-Fire,1,6
Pecharunt,Klawf,Pecharunt,1,3
Togekiss,Nidorino,Togekiss,1,2
Bagon,Tapu-Lele,Tapu-Lele,0,1
Meltan,Dottler,Meltan,1,3
Ambipom,Exploud,Ambipom,1,3
Riolu,Duraludon,Duraludon,0,1
Chewtle,Poliwrath,Poliwrath,0,1
Blacephalon,Rotom,Blacephalon,1,1
Azelf,Timburr,Azelf,1,1
Hariyama,Houndstone,Houndstone,0,4
Toedscruel,Terapagos,Terapagos,0,2
Timburr,Sableye,Sableye,0,3
Slugma,Meganium,Meganium,0,2
Lunatone,Goldeen,Lunatone,1,1
Steenee,Stantler,Stantler,0,1
Dusknoir,Machoke,Dusknoir,1,3
Nidoran-F,Espeon,Espeon,0,1
Cinderace,Sandile,Cinderace,1,1
Meowth,Dratini,Meowth,1,2
Quaxwell,Magnemite,Quaxwell,1,1
Ferroseed,Roserade,Roserade,0,2
Sneasler,Trapinch,Sneasler,1,1
Snivy,Metapod,Snivy,1,2
Yveltal,Vivillon,Yveltal,1,1
Weavile,Poochyena,Weavile,1,1
Luvdisc,Mareep,Mareep,0,1
Krabby,Haxorus,Haxorus,0,1
Blaziken,Dracovish,Dracovish,0,2
Cherrim,Chien-Pao,Chien-Pao,0,2
Stunfisk,Charizard,Stunfisk,1,2
Scizor,Kecleon,Scizor,1,2
Cresselia,Machoke,Cresselia,1,2
Herdier,Gastrodon,Gastrodon,0,2
Mr-Mime,Porygon2,Porygon2,0,2
Vanilluxe,Buneary,Vanilluxe,1,1
Eelektross,Watchog,Eelektross,1,2
Mamoswine,Celebi,Celebi,0,2
Aromatisse,Stakataka,Stakataka,0,2
Cyndaquil,Brute-Bonnet,Brute-Bonnet,0,1
Nidoqueen,Tapu-Bulu,Nidoqueen,1,1
Pachirisu,Spidops,Spidops,0,3
Yamask,Glimmora,Glimmora,0,2
Persian,Snom,Persian,1,1
Caterpie,Spoink,Spoink,0,1
Kyurem,Gardevoir,Gardevoir,0,2
Darmanitan-Standard,Honchkrow,Honchkrow,0,2
Grafaiai,Slakoth,Grafaiai,1,2
Palkia,Unfezant,Palkia,1,1
Delibird,Luvdisc,Luvdisc,0,2
Roserade,Lopunny,Lopunny,0,2
Goldeen,Whiscash,Whiscash,0,2
Grubbin,Prinplup,Prinplup,0,1
Frogadier,Glastrier,Glastrier,0,2
Lileep,Ribombee,Ribombee,0,2
Cradily,Grumpig,Cradily,1,3
Silicobra,Turtwig,Turtwig,0,2
Mareep,Escavalier,Escavalier,0,1
Hatenna,Meltan,Meltan,0,2
Lickitung,Crabominable,Crabominable,0,2
Exeggutor,Cleffa,Exeggutor,1,1
Sealeo,Taillow,Sealeo,1,1
Finneon,Hakamo-O,Hakamo-O,0,2
Gothitelle,Greedent,Greedent,0,3
Litleo,Togekiss,Togekiss,0,3
Smeargle,Raichu,Raichu,0,2
Pineco,Celesteela,Celesteela,0,1
Shinx,Maschiff,Maschiff,0,2
Alakazam,Sirfetchd,Alakazam,1,1
Klink,Relicanth,Relicanth,0,3
Sinistcha,Turtwig,Sinistcha,1,1
Cradily,Karrablast,Cradily,1,1
Ogerpon,Lileep,Ogerpon,1,3
Salazzle,Magnezone,Salazzle,1,2
Zamazenta,Cottonee,Zamazenta,1,1
Heliolisk,Electivire,Electivire,0,2
Greninja,Nidorino,Greninja,1,2
Wo-Chien,Flapple,Wo-Chien,1,1
Seismitoad,Carracosta,Seismitoad,1,2
Hoopa,Clobbopus,Hoopa,1,1
Pheromosa,Rotom,Pheromosa,1,2
Comfey,Bellsprout,Comfey,1,1
Crawdaunt,Mantine,Mantine,0,4
Whimsicott,Pincurchin,Pincurchin,0,2
Pupitar,Wingull,Wingull,0,1
Cetoddle,Gothitelle,Gothitelle,0,2
Pangoro,Drowzee,Pangoro,1,2
Flutter-Mane,Skwovet,Flutter-Mane,1,1
Fletchling,Vileplume,Vileplume,0,1
Blissey,Naclstack,Naclstack,0,2
Poliwhirl,Drednaw,Drednaw,0,2
Nidoqueen,Houndstone,Nidoqueen,1,4
Froslass,Klawf,Klawf,0,1
Heatmor,Throh,Throh,0,3
Wigglytuff,Donphan,Wigglytuff,1,2
Kleavor,Torterra,Kleavor,1,2
Zorua,Samurott,Samurott,0,1
Cyndaquil,Flittle,Cyndaquil,1,1
Butterfree,Lunala,Lunala,0,2
Hitmonchan,Qwilfish,Qwilfish,0,2
Sunkern,Gogoat,Gogoat,0,1
Smeargle,Cetitan,Cetitan,0,1
Haxorus,Grimer,Haxorus,1,2
Jolteon,Squawkabilly-Green-Plumage,Jolteon,1,1
Sizzlipede,Tropius,Tropius,0,1
Flabebe,Poliwrath,Poliwrath,0,2
Tinkatink,Carracosta,Carracosta,0,2
Mantine,Kecleon,Kecleon,0,3
Bidoof,Leavanny,Leavanny,0,1
Jangmo-O,Regirock,Regirock,0,2
Elgyem,Whismur,Elgyem,1,1
Boltund,Jigglypuff,Boltund,1,2
Cottonee,Maushold-Family-Of-Four,Maushold-Family-Of-Four,0,1
Simisage,Type-Null,Type-Null,0,2
Durant,Dewgong,Dewgong,0,2
Zoroark,Nidoking,Zoroark,1,2
Rowlet,Fidough,Fidough,0,2
Poochyena,Mamoswine,Mamoswine,0,1
Boltund,Vanillite,Boltund,1,1
Iron-Jugulis,Tropius,Iron-Jugulis,1,2
Linoone,Ekans,Linoone,1,1
Boltund,Spheal,Boltund,1,1
Swalot,Stoutland,Stoutland,0,3
Accelgor,Lugia,Lugia,0,1
Simipour,Lillipup,Simipour,1,1
Torterra,Igglybuff,Torterra,1,1
Caterpie,Porygon,Porygon,0,1
Drizzile,Delcatty,Drizzile,1,2
Vanillish,Zapdos,Zapdos,0,2
Finizen,Ludicolo,Ludicolo,0,1
Tapu-Lele,Chandelure,Tapu-Lele,1,2
Manectric,Tangela,Manectric,1,1
Kadabra,Iron-Jugulis,Iron-Jugulis,0,1
Granbull,Tympole,Granbull,1,1
Weepinbell,Salazzle,Salazzle,0,1
Greavard,Mareanie,Greavard,1,2
Illumise,Joltik,Illumise,1,3
Keldeo-Ordinary,Gossifleur,Keldeo-Ordinary,1,1
Shinx,Armaldo,Armaldo,0,1
Lickilicky,Impidimp,Lickilicky,1,1
Delcatty,Swirlix,Delcatty,1,3
Larvesta,Tirtouga,Tirtouga,0,1
Dipplin,Duraludon,Duraludon,0,1
Linoone,Magnezone,Magnezone,0,2
Dratini,Revavroom,Revavroom,0,1
Trumbeak,Azumarill,Azumarill,0,2
Roggenrola,Golem,Golem,0,1
Venusaur,Goodra,Goodra,0,3
Magby,Sobble,Sobble,0,1
Arbok,Patrat,Arbok,1,1
Braixen,Terrakion,Terrakion,0,1
Liepard,Meditite,Liepard,1,1
Mismagius,Kommo-O,Mismagius,1,3
Gloom,Skeledirge,Skeledirge,0,1
Camerupt,Clawitzer,Clawitzer,0,1
Glastrier,Ambipom,Glastrier,1,2
Sewaddle,Oddish,Sewaddle,1,2
Iron-Treads,Grimer,Iron-Treads,1,1
Miltank,Aipom,Miltank,1,2
Azurill,Guzzlord,Guzzlord,0,2
Victini,Kyogre,Kyogre,0,2
Ninetales,Reshiram,Reshiram,0,2
Seadra,Gardevoir,Gardevoir,0,1
Jellicent-Male,Necrozma,Necrozma,0,4
Lycanroc-Midday,Probopass,Probopass,0,2
Nymble,Weedle,Weedle,0,2
Thwackey,Phione,Phione,0,2
Pidgeotto,Tyranitar,Tyranitar,0,1
Solrock,Starmie,Starmie,0,2
Shieldon,Mabosstiff,Mabosstiff,0,2
Naganadel,Seel,Naganadel,1,2
Iron-Leaves,Elgyem,Iron-Leaves,1,2
Solosis,Deerling,Solosis,1,1
Tyranitar,Kartana,Tyranitar,1,1
Ducklett,Espurr,Espurr,0,2
Okidogi,Lickitung,Okidogi,1,2
Hydreigon,Runerigus,Hydreigon,1,1
Gulpin,Cursola,Cursola,0,2
Cranidos,Blastoise,Blastoise,0,1
Sudowoodo,Runerigus,Runerigus,0,2
Meganium,Mismagius,Mismagius,0,3
Tinkatuff,Rhydon,Rhydon,0,1
Cinderace,Kubfu,Cinderace,1,2
Azelf,Bidoof,Azelf,1,1
Mabosstiff,Thwackey,Mabosstiff,1,2
Clodsire,Greavard,Clodsire,1,2
Vikavolt,Drakloak,Vikavolt,1,1
Dudunsparce-Two-Segment,Bronzor,Dudunsparce-Two-Segment,1,4
Groudon,Drilbur,Groudon,1,1
Spinda,Snover,Spinda,1,2
Panpour,Bulbasaur,Bulbasaur,0,1
Minccino,Klinklang,Klinklang,0,1
Zapdos,Aggron,Zapdos,1,2
Hawlucha,Swampert,Swampert,0,2
Croagunk,Torchic,Croagunk,1,2
Drakloak,Electrike,Drakloak,1,1
Lucario,Buizel,Lucario,1,1
Weepinbell,Sobble,Weepinbell,1,1
Meowscarada,Wartortle,Meowscarada,1,2
Pawniard,Wingull,Pawniard,1,1
Axew,Weezing,Weezing,0,1
Eternatus,Glimmora,Eternatus,1,2
Arctozolt,Trapinch,Arctozolt,1,1
Monferno,Pikipek,Monferno,1,1
Throh,Sandaconda,Sandaconda,0,4
Croconaw,Swoobat,Croconaw,1,2
Drifblim,Whismur,Drifblim,1,1
Gabite,Mightyena,Mightyena,0,1
Steelix,Cascoon,Steelix,1,2
Heracross,Pangoro,Heracross,1,2
Regidrago,Zangoose,Regidrago,1,2
Cacnea,Aurorus,Aurorus,0,1
Koraidon,Ditto,Koraidon,1,1
Linoone,Cherubi,Linoone,1,2
Pheromosa,Exeggcute,Pheromosa,1,1
Roggenrola,Salazzle,Salazzle,0,1
Maractus,Marshadow,Marshadow,0,2
Empoleon,Snivy,Empoleon,1,1
Wormadam-Plant,Melmetal,Melmetal,0,2
Hatterene,Fletchling,Hatterene,1,1
Garbodor,Espurr,Garbodor,1,2
Forretress,Shuppet,Forretress,1,1
Lechonk,Clauncher,Clauncher,0,2
Kommo-O,Dartrix,Kommo-O,1,1
Gigalith,Mienshao,Mienshao,0,2
Mothim,Wormadam-Plant,Mothim,1,1
Clefairy,Froslass,Froslass,0,2
Gengar,Fraxure,Gengar,1,1
Silicobra,Electabuzz,Electabuzz,0,1
Voltorb,Mantyke,Voltorb,1,1
Aerodactyl,Bronzor,Aerodactyl,1,4
Delibird,Honchkrow,Honchkrow,0,1
Dewgong,Capsakid,Dewgong,1,1
Miraidon,Cubchoo,Miraidon,1,1
Diggersby,Raging-Bolt,Raging-Bolt,0,2
Vigoroth,Drakloak,Vigoroth,1,2
Litten,Slakoth,Litten,1,2
Murkrow,Basculegion-Male,Basculegion-Male,0,1
Mudbray,Porygon2,Porygon2,0,2
Wormadam-Plant,Wartortle,Wormadam-Plant,1,2
Archeops,Slugma,Archeops,1,1
Skorupi,Lileep,Skorupi,1,2
Whiscash,Kilowattrel,Whiscash,1,2
Salamence,Bonsly,Salamence,1,1
Bounsweet,Jumpluff,Jumpluff,0,1
Sudowoodo,Wiglett,Sudowoodo,1,1
Oricorio-Baile,Tyrantrum,Tyrantrum,0,1
Grimmsnarl,Volbeat,Grimmsnarl,1,3
Horsea,Geodude,Horsea,1,1
Meloetta-Aria,Scraggy,Meloetta-Aria,1,2
Lechonk,Fletchinder,Fletchinder,0,2
Magneton,Dachsbun,Magneton,1,2
Necrozma,Claydol,Necrozma,1,2
Sharpedo,Clefairy,Clefairy,0,1
Remoraid,Luvdisc,Luvdisc,0,3
Nihilego,Wobbuffet,Nihilego,1,6
Golurk,Squawkabilly-Green-Plumage,Squawkabilly-Green-Plumage,0,3
Clawitzer,Torracat,Clawitzer,1,1
Steelix,Milotic,Milotic,0,1
Dunsparce,Fletchinder,Dunsparce,1,2
Clodsire,Finneon,Clodsire,1,2
Cobalion,Lapras,Cobalion,1,3
Crocalor,Stantler,Stantler,0,3
Shedinja,Probopass,Probopass,0,1
Stonjourner,Ferrothorn,Ferrothorn,0,1
Gallade,Runerigus,Runerigus,0,1
Dreepy,Riolu,Riolu,0,1
Buneary,Entei,Entei,0,2
Kleavor,Rotom,Rotom,0,2
Honedge,Morelull,Honedge,1,1
Tangrowth,Absol,Absol,0,2
Herdier,Dragapult,Dragapult,0,2
Blitzle,Celesteela,Celesteela,0,1
Swanna,Crobat,Crobat,0,3
Yanma,Gossifleur,Yanma,1,1
Karrablast,Girafarig,Girafarig,0,1
Kingambit,Lunala,Kingambit,1,3
Eldegoss,Frillish-Male,Eldegoss,1,2
Avalugg,Poliwhirl,Avalugg,1,3
Feraligatr,Charmander,Feraligatr,1,1
Arceus,Zorua,Arceus,1,1
Zigzagoon,Nuzleaf,Nuzleaf,0,2
Spectrier,Milcery,Spectrier,1,2
Dragonair,Florges,Florges,0,1
Pupitar,Yamask,Pupitar,1,2
Crabrawler,Eternatus,Eternatus,0,1
Lickitung,Mantine,Mantine,0,4
Wyrdeer,Palossand,Wyrdeer,1,2
Talonflame,Charizard,Talonflame,1,3
Inteleon,Brute-Bonnet,Brute-Bonnet,0,2
Crabominable,Archen,Crabominable,1,1
Klink,Budew,Klink,1,1
Tadbulb,Espathra,Espathra,0,1
Pidgeotto,Jellicent-Male,Jellicent-Male,0,2
Passimian,Hitmonlee,Passimian,1,1
Togetic,Virizion,Virizion,0,2
Shuckle,Nidoqueen,Nidoqueen,0,2
Runerigus,Accelgor,Accelgor,0,2
Morpeko-Full-Belly,Budew,Morpeko-Full-Belly,1,1
Sewaddle,Gorebyss,Gorebyss,0,1
Koffing,Registeel,Registeel,0,2
Jigglypuff,Flabebe,Flabebe,0,2
Great-Tusk,Golem,Great-Tusk,1,2
Falinks,Simisage,Simisage,0,2
Probopass,Cascoon,Probopass,1,1
Slakoth,Primeape,Primeape,0,1
Onix,Cyndaquil,Onix,1,1
Mismagius,Mantyke,Mismagius,1,2
Happiny,Spoink,Spoink,0,2
Latios,Skwovet,Latios,1,1
Morpeko-Full-Belly,Metapod,Morpeko-Full-Belly,1,1
Starly,Lilligant,Lilligant,0,1
Pikipek,Herdier,Herdier,0,1
Serperior,Archeops,Serperior,1,2
Jumpluff,Inkay,Jumpluff,1,2
Gholdengo,Guzzlord,Guzzlord,0,2
Glimmet,Salandit,Glimmet,1,2
Zeraora,Eternatus,Eternatus,0,2
Heliolisk,Simisage,Heliolisk,1,2
Scizor,Helioptile,Scizor,1,1
Hattrem,Shinx,Hattrem,1,1
Maractus,Bronzor,Maractus,1,4
Croconaw,Centiskorch,Centiskorch,0,2
Shinx,Bramblin,Bramblin,0,1
Buneary,Greavard,Greavard,0,3
Slakoth,Lunala,Lunala,0,1
Celebi,Deerling,Celebi,1,1
Sprigatito,Scorbunny,Scorbunny,0,1
Lunatone,Xurkitree,Xurkitree,0,2
Shelmet,Arbok,Arbok,0,2
Toxel,Tapu-Koko,Tapu-Koko,0,1
Applin,Maushold-Family-Of-Four,Maushold-Family-Of-Four,0,1
Abomasnow,Lucario,Lucario,0,2
Primeape,Porygon2,Primeape,1,2
Rhyperior,Gallade,Rhyperior,1,2
Dunsparce,Solosis,Dunsparce,1,1
Whirlipede,Bellossom,Bellossom,0,3
Lanturn,Meowth,Lanturn,1,1
Slowbro,Electrike,Slowbro,1,1
Entei,Thievul,Entei,1,3
Pangoro,Mienshao,Mienshao,0,2
Umbreon,Iron-Thorns,Iron-Thorns,0,4
Zweilous,Nidoking,Nidoking,0,2
Ampharos,Jellicent-Male,Ampharos,1,2
Bronzong,Regieleki,Bronzong,1,2
Noctowl,Ponyta,Noctowl,1,3
Quilava,Giratina-Altered,Giratina-Altered,0,2
Porygon,Chewtle,Porygon,1,2
Charmeleon,Shroomish,Charmeleon,1,1
Vaporeon,Espathra,Vaporeon,1,3
Salandit,Slugma,Salandit,1,2
Mudbray,Wishiwashi-Solo,Mudbray,1,1
Regice,Nymble,Regice,1,1
Thievul,Seedot,Thievul,1,1
Audino,Kommo-O,Kommo-O,0,2
Finneon,Metapod,Finneon,1,1
Perrserker,Relicanth,Relicanth,0,4
Slaking,Pidgey,Slaking,1,1
Houndour,Ho-Oh,Ho-Oh,0,1
Leafeon,Whismur,Leafeon,1,1
Vanillite,Sandshrew,Vanillite,1,1
Empoleon,Yungoos,Empoleon,1,1
Venusaur,Scraggy,Venusaur,1,2
Snubbull,Hitmontop,Hitmontop,0,2
Meowscarada,Nosepass,Meowscarada,1,1
Pidgey,Regidrago,Regidrago,0,1
Charjabug,Ting-Lu,Ting-Lu,0,2
Mewtwo,Venomoth,Mewtwo,1,1
Pangoro,Serperior,Pangoro,1,3
Linoone,Graveler,Linoone,1,2
Gouging-Fire,Meowth,Gouging-Fire,1,1
Hitmontop,Nosepass,Hitmontop,1,1
Skeledirge,Simisear,Skeledirge,1,3
Oddish,Zorua,Oddish,1,1
Arctozolt,Electrode,Arctozolt,1,3
Bounsweet,Crocalor,Crocalor,0,1
Crocalor,Toxtricity-Amped,Toxtricity-Amped,0,2
Skorupi,Golbat,Golbat,0,1
Flygon,Cinderace,Cinderace,0,2
Rattata,Duosion,Duosion,0,1
Bronzor,Stunfisk,Stunfisk,0,2
Lillipup,Sobble,Sobble,0,2
Tropius,Iron-Boulder,Iron-Boulder,0,2
Toxicroak,Makuhita,Toxicroak,1,1
Gumshoos,Shelgon,Gumshoos,1,2
Slakoth,Urshifu-Single-Strike,Urshifu-Single-Strike,0,1
Politoed,Floragato,Politoed,1,2
Spheal,Suicune,Suicune,0,3
Machamp,Spiritomb,Spiritomb,0,4
Baxcalibur,Igglybuff,Baxcalibur,1,1
Regirock,Sylveon,Sylveon,0,3
Charizard,Pawmi,Charizard,1,1
Tangrowth,Bulbasaur,Tangrowth,1,1
Garchomp,Ralts,Garchomp,1,1
Wiglett,Rabsca,Rabsca,0,1
Alomomola,Overqwil,Overqwil,0,5
Hattrem,Omanyte,Hattrem,1,1
Xatu,Greninja,Greninja,0,1
Scyther,Wailmer,Scyther,1,2
Annihilape,Indeedee-Male,Indeedee-Male,0,2
Surskit,Turtonator,Turtonator,0,1
Toxtricity-Amped,Drapion,Toxtricity-Amped,1,2
Dolliv,Skrelp,Skrelp,0,1
Lairon,Pignite,Pignite,0,1
Glastrier,Goodra,Glastrier,1,3
Archaludon,Arrokuda,Archaludon,1,1
Glameow,Breloom,Breloom,0,1
Pheromosa,Decidueye,Decidueye,0,1
Drapion,Shiinotic,Drapion,1,1
Cinccino,Meloetta-Aria,Meloetta-Aria,0,2
Solgaleo,Bombirdier,Solgaleo,1,2
Foongus,Fomantis,Foongus,1,1
Butterfree,Barraskewda,Barraskewda,0,2
Rhydon,Cursola,Rhydon,1,1
Walking-Wake,Gorebyss,Walking-Wake,1,2
Krokorok,Masquerain,Masquerain,0,1
Bounsweet,Blastoise,Blastoise,0,1
Dipplin,Bramblin,Dipplin,1,1
Weedle,Karrablast,Karrablast,0,1
Klawf,Kirlia,Klawf,1,1
Hitmonchan,Wattrel,Hitmonchan,1,1
Shiftry,Sunflora,Sunflora,0,2
Wailmer,Kangaskhan,Kangaskhan,0,2
Quaxly,Pikachu,Pikachu,0,2
Bastiodon,Blastoise,Blastoise,0,2
Klink,Basculin-Red-Striped,Basculin-Red-Striped,0,2
